image,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_rotation,angle_deg
f789f7cb-color.png,430.7,135.9,413.1,116.0,34.0,39.4,0,229.4
f789f7cb-color.png,430.3,78.7,415.5,57.0,28.6,44.4,0,89.4
5a8da514-color.png,360.5,79.1,346.8,59.5,28.3,41.7,0,247.3
5a8da514-color.png,360.3,136.5,340.8,122.9,41.2,28.4,0,0.6
5a8da514-color.png,362.7,194.9,342.9,178.9,40.8,29.8,0,198.2
5a8da514-color.png,430.1,192.5,413.7,171.8,30.6,40.5,0,122.3
5a8da514-color.png,429.0,135.6,407.9,120.8,43.1,30.2,0,196.4
5a8da514-color.png,430.7,78.2,415.3,58.9,28.5,43.1,0,70.7
e8063e46-color.png,360.9,78.8,343.4,61.7,35.2,36.8,0,226.3
e8063e46-color.png,360.5,137.5,339.7,122.4,42.6,29.2,0,350.4
e8063e46-color.png,363.3,194.3,341.6,179.8,42.9,28.6,0,185.0
e8063e46-color.png,430.1,193.1,414.6,171.1,29.9,43.3,0,96.5
e8063e46-color.png,430.1,135.9,407.8,121.7,43.5,29.2,0,163.2
e8063e46-color.png,429.2,78.3,414.9,58.4,29.3,42.5,0,59.9
7eb1d29b-color.png,363.0,193.9,341.3,179.6,41.9,28.7,0,160.1
7eb1d29b-color.png,360.3,136.5,342.8,119.9,36.7,34.1,0,320.8
7eb1d29b-color.png,361.5,78.8,343.5,63.5,34.6,35.0,0,225.5
7eb1d29b-color.png,429.5,79.4,414.7,58.4,29.7,42.5,0,62.5
7eb1d29b-color.png,430.5,136.5,412.7,116.3,33.8,39.0,0,127.8
7eb1d29b-color.png,429.6,192.4,413.5,171.8,30.6,40.6,0,121.8
a6f2e215-color.png,359.7,137.3,343.1,119.6,36.3,34.4,0,321.8
a6f2e215-color.png,360.9,195.5,345.0,175.2,34.0,36.3,0,129.0
a6f2e215-color.png,429.5,193.1,414.4,171.2,28.9,43.0,0,94.8
a6f2e215-color.png,429.5,135.9,414.9,113.6,28.4,43.8,0,90.0
a6f2e215-color.png,428.2,79.9,407.0,65.1,43.4,30.0,0,17.5
a6f2e215-color.png,360.3,78.2,346.6,59.5,27.2,40.9,0,246.2
e2ad11c8-color.png,361.5,191.9,348.0,171.7,28.1,43.3,0,103.9
e2ad11c8-color.png,360.3,135.9,344.2,119.0,35.8,34.1,0,322.6
e2ad11c8-color.png,361.5,78.2,347.7,58.9,28.4,42.4,0,284.1
e2ad11c8-color.png,429.5,78.2,407.8,65.3,43.0,28.9,0,339.7
e2ad11c8-color.png,430.1,136.5,414.6,114.0,29.6,43.8,0,85.2
e2ad11c8-color.png,429.9,192.4,415.5,170.9,28.7,42.3,0,69.0
49e44369-color.png,362.7,193.7,347.3,171.6,28.9,42.0,0,112.5
49e44369-color.png,430.1,192.5,414.7,171.0,29.5,42.6,0,69.6
49e44369-color.png,429.5,136.5,415.8,115.0,30.6,41.2,0,58.0
49e44369-color.png,361.4,136.2,342.6,119.5,37.8,33.9,0,320.4
49e44369-color.png,361.3,78.7,347.5,57.9,28.5,42.6,0,285.4
49e44369-color.png,430.1,77.6,408.2,65.6,43.0,29.2,90.9,335.4
bbd88e30-color.png,362.7,194.3,347.6,172.4,29.6,43.0,0,87.4
bbd88e30-color.png,359.9,137.5,342.4,120.5,37.1,32.8,0,324.8
bbd88e30-color.png,359.1,80.0,345.6,58.9,28.6,42.4,0,259.5
bbd88e30-color.png,427.1,77.6,411.5,57.3,29.6,41.8,0,292.8
bbd88e30-color.png,429.5,135.3,414.7,113.8,30.4,41.5,0,57.9
bbd88e30-color.png,430.3,192.2,416.3,169.8,28.9,42.4,0,70.3
d38ea15e-color.png,362.1,194.3,347.2,172.6,28.9,42.4,0,86.7
d38ea15e-color.png,361.5,137.7,344.9,118.2,33.1,37.8,0,310.7
d38ea15e-color.png,360.3,78.2,345.9,59.7,28.3,40.9,0,246.2
d38ea15e-color.png,428.3,77.6,413.1,57.3,28.2,42.4,0,261.8
d38ea15e-color.png,429.5,135.9,415.0,113.2,30.5,42.1,0,58.1
d38ea15e-color.png,431.9,192.5,409.8,177.5,43.3,29.0,0,26.7
a12a596c-color.png,360.8,193.8,347.5,172.6,28.8,42.6,0,84.2
a12a596c-color.png,361.5,137.1,344.8,118.7,33.5,37.0,0,309.4
a12a596c-color.png,360.3,79.4,345.8,58.6,27.9,42.2,0,244.2
a12a596c-color.png,426.5,77.6,412.1,59.7,29.9,39.1,0,304.6
a12a596c-color.png,429.5,135.3,407.9,120.7,42.5,29.1,0,25.7
a12a596c-color.png,431.3,192.5,409.8,177.2,42.3,29.2,0,23.8
291c88b4-color.png,350.1,187.7,336.5,165.3,28.9,42.8,0,82.1
291c88b4-color.png,351.3,129.9,336.1,110.9,32.2,37.7,0,306.5
291c88b4-color.png,353.1,72.2,336.6,55.6,31.6,37.0,0,231.8
291c88b4-color.png,420.5,75.2,399.4,60.8,42.3,28.3,0,338.2
291c88b4-color.png,420.3,187.4,399.1,173.0,42.7,28.6,0,19.6
291c88b4-color.png,419.8,131.1,398.6,115.6,42.4,29.9,0,22.1
2c073c5b-color.png,349.6,187.8,336.8,165.8,27.3,43.0,0,83.8
2c073c5b-color.png,351.9,130.5,337.4,108.8,28.6,43.1,0,275.0
2c073c5b-color.png,350.7,72.8,336.3,53.4,29.1,41.6,0,271.6
2c073c5b-color.png,420.5,74.6,404.3,54.7,30.5,41.2,0,300.8
2c073c5b-color.png,421.1,131.7,398.8,116.5,42.9,29.8,0,349.8
2c073c5b-color.png,419.3,188.9,398.2,173.9,43.1,28.4,0,0.0
5cacee7d-color.png,351.3,187.7,335.4,167.8,33.1,38.4,0,54.1
5cacee7d-color.png,351.8,131.4,336.7,109.4,29.5,42.2,0,278.3
5cacee7d-color.png,351.7,72.9,336.9,52.8,29.3,42.1,0,268.5
5cacee7d-color.png,418.8,73.3,404.6,56.0,29.7,39.3,0,298.2
5cacee7d-color.png,418.7,130.8,404.3,110.1,29.4,41.0,0,301.3
5cacee7d-color.png,418.9,188.4,400.5,170.7,38.9,34.4,0,325.4
42f1d5fe-color.png,350.1,187.7,334.9,167.8,32.3,38.6,0,53.0
42f1d5fe-color.png,350.7,129.3,337.6,109.0,29.2,42.5,0,277.6
42f1d5fe-color.png,350.7,72.2,337.0,53.3,28.3,41.8,0,270.0
42f1d5fe-color.png,418.6,73.4,395.2,51.7,48.1,46.9,0,318.5
42f1d5fe-color.png,418.0,130.5,404.2,111.1,29.1,40.2,0,300.3
42f1d5fe-color.png,419.2,187.1,401.4,170.6,36.7,34.9,0,319.8
71f023c4-color.png,350.7,190.1,332.1,174.8,40.0,29.9,0,29.4
71f023c4-color.png,349.5,132.9,334.9,112.1,28.6,42.5,0,259.7
71f023c4-color.png,347.1,76.4,329.3,59.7,36.4,34.6,0,220.8
71f023c4-color.png,415.0,74.0,398.0,58.8,36.3,33.0,0,317.7
71f023c4-color.png,416.8,131.7,396.7,116.0,41.4,30.1,0,334.2
71f023c4-color.png,419.8,188.3,400.9,171.2,38.6,33.4,0,325.1
ed54ad54-color.png,353.1,189.5,332.1,174.4,40.5,30.1,0,32.7
ed54ad54-color.png,418.7,188.3,405.4,165.8,28.8,42.9,0,293.4
ed54ad54-color.png,417.3,131.9,396.9,116.4,41.1,28.9,0,334.1
ed54ad54-color.png,415.0,75.2,393.6,61.0,43.3,28.2,0,2.3
ed54ad54-color.png,348.6,134.0,334.8,113.2,28.5,40.0,0,298.7
ed54ad54-color.png,346.7,76.4,328.8,60.2,36.3,34.2,0,224.0
087dcfd7-color.png,351.3,190.1,330.2,175.9,42.6,28.1,0,14.4
087dcfd7-color.png,420.2,187.4,405.5,166.1,29.0,42.3,0,290.4
087dcfd7-color.png,417.3,131.0,395.7,116.1,42.4,29.2,0,340.9
087dcfd7-color.png,414.7,74.8,393.3,60.7,43.0,30.2,0,16.6
087dcfd7-color.png,348.9,133.6,333.6,112.6,29.6,41.0,0,297.3
087dcfd7-color.png,348.1,76.0,326.0,62.8,43.1,28.9,0,197.0
63d46396-color.png,344.5,155.0,331.3,132.9,27.8,43.0,0,72.6
63d46396-color.png,405.1,89.0,385.0,73.6,39.8,31.7,0,213.9
63d46396-color.png,460.5,159.6,443.2,138.5,31.2,41.1,0,123.1
3dd1549b-color.png,340.6,159.6,327.2,136.8,28.9,43.1,0,69.7
3dd1549b-color.png,402.7,94.9,388.3,73.7,29.2,42.0,0,107.9
3dd1549b-color.png,457.9,164.7,440.9,143.4,28.9,40.9,0,124.4
9909ef8a-color.png,344.9,159.1,331.5,136.5,28.7,42.8,0,70.5
9909ef8a-color.png,405.1,93.7,378.5,71.0,53.0,46.4,61.1,27.5
9909ef8a-color.png,459.9,161.1,444.0,139.1,28.7,43.0,0,69.9
95807991-color.png,346.0,158.6,331.2,136.7,29.8,43.0,0,72.5
95807991-color.png,403.7,162.3,377.4,135.9,50.5,52.4,320.6,130.5
95807991-color.png,459.9,161.3,444.5,138.8,29.8,43.0,0,70.1
95807991-color.png,405.9,93.0,381.0,74.2,49.4,38.6,282.6,341.9
4ba3108b-color.png,405.0,89.8,387.9,67.8,33.5,45.9,5.1,80.8
4ba3108b-color.png,463.3,91.6,444.5,69.7,33.5,45.9,5.1,258.5
4ba3108b-color.png,459.9,161.6,436.8,145.6,43.5,30.5,268.9,5.6
4ba3108b-color.png,343.4,155.6,319.0,133.3,51.0,43.6,291.9,149.3
cc926018-color.png,340.7,188.6,317.0,169.6,49.2,38.1,281.8,165.6
cc926018-color.png,455.7,196.1,430.2,176.2,50.7,39.8,284.1,342.4
cc926018-color.png,462.5,92.9,445.0,70.9,32.7,45.8,3.9,261.1
cc926018-color.png,348.6,88.2,322.3,62.2,51.7,52.1,316.2,126.7
043033e6-color.png,348.4,81.8,322.7,56.4,50.8,51.9,318.6,129.4
043033e6-color.png,345.4,183.2,322.7,165.4,46.0,34.2,276.2,356.2
043033e6-color.png,460.8,187.3,442.5,163.5,34.5,46.1,6.6,84.2
043033e6-color.png,463.8,85.1,435.5,59.7,53.7,50.3,54.1,35.2
0bba039a-color.png,348.6,81.9,322.6,56.9,51.6,51.2,133.7,129.8
0bba039a-color.png,404.4,117.5,377.8,91.8,52.3,50.8,49.5,40.8
0bba039a-color.png,345.6,183.4,323.8,166.9,44.8,31.1,91.7,357.6
0bba039a-color.png,461.4,186.3,442.7,162.4,34.5,46.5,6.6,84.0
7e28f0bc-color.png,344.8,146.3,322.8,128.9,46.2,33.6,95.3,351.3
7e28f0bc-color.png,405.5,118.5,380.8,92.4,50.1,51.2,221.3,53.9
7e28f0bc-color.png,460.9,156.2,433.3,130.8,51.3,50.0,130.7,139.4
7e28f0bc-color.png,379.5,82.2,354.0,57.4,51.9,50.6,228.9,32.8
a9e60257-color.png,345.6,147.2,323.5,129.6,45.8,34.8,277.1,352.1
a9e60257-color.png,404.4,118.7,382.5,102.4,44.2,31.7,267.4,14.6
a9e60257-color.png,461.8,155.7,434.1,130.8,51.3,49.8,310.1,141.3
a9e60257-color.png,379.4,82.6,360.8,58.2,39.1,49.2,193.6,73.1
e4c28046-color.png,345.6,147.6,323.5,129.6,46.5,34.9,277.1,351.8
e4c28046-color.png,379.0,82.3,358.1,56.7,40.2,50.9,194.8,72.5
e4c28046-color.png,464.8,80.8,441.8,67.0,47.6,29.9,269.9,0.6
e4c28046-color.png,461.7,154.8,434.1,132.2,50.6,45.2,296.5,140.0
ec2eb8df-color.png,372.4,158.5,346.3,135.2,53.0,44.8,292.7,331.8
ec2eb8df-color.png,405.1,93.0,379.8,65.9,50.9,53.9,217.1,53.9
ec2eb8df-color.png,491.4,96.5,468.0,81.1,46.8,32.5,273.5,353.3
ec2eb8df-color.png,487.5,164.3,460.0,136.2,52.4,53.3,222.5,48.5
ab3cd640-color.png,404.8,91.6,381.5,76.1,46.8,32.5,273.5,182.4
ab3cd640-color.png,372.8,159.1,354.7,134.5,36.9,49.4,350.4,281.0
ab3cd640-color.png,488.6,164.1,460.7,139.9,54.0,50.4,305.5,142.3
ab3cd640-color.png,490.8,94.8,473.2,72.2,32.4,46.7,356.6,270.6
60412b25-color.png,404.8,90.8,381.7,76.9,45.2,29.9,90.2,179.8
60412b25-color.png,370.9,159.0,344.2,135.9,53.0,44.7,67.6,195.6
60412b25-color.png,430.4,127.2,408.4,112.1,45.2,29.9,90.2,2.2
60412b25-color.png,427.3,196.0,411.6,170.9,32.4,46.7,356.6,279.1
60412b25-color.png,487.8,164.9,460.3,138.8,53.1,52.6,313.7,308.4
60412b25-color.png,461.8,93.9,436.2,72.6,51.9,41.9,72.6,16.9
1b70d76b-color.png,374.2,121.8,352.0,107.7,45.2,29.9,90.2,186.0
1b70d76b-color.png,370.1,189.1,348.4,173.6,44.3,29.9,90.2,359.3
1b70d76b-color.png,428.1,194.1,412.4,170.5,32.5,46.1,184.1,81.2
1b70d76b-color.png,435.1,91.6,418.0,68.4,32.8,46.2,184.1,85.4
1b70d76b-color.png,492.2,94.8,467.4,76.2,50.3,37.4,79.8,13.9
1b70d76b-color.png,487.6,162.2,461.0,137.4,53.2,50.0,125.9,312.2
8f501e6b-color.png,374.2,123.2,349.8,96.8,48.1,52.6,149.6,122.8
8f501e6b-color.png,371.9,189.9,349.6,164.3,43.7,51.1,159.4,293.6
8f501e6b-color.png,428.9,194.0,412.1,171.2,32.8,45.6,184.1,82.3
8f501e6b-color.png,433.3,91.6,406.3,67.0,52.5,51.4,131.7,314.5
8f501e6b-color.png,492.1,92.7,468.7,68.6,43.3,50.9,160.2,290.9
8f501e6b-color.png,488.9,161.0,468.1,136.3,39.0,49.7,193.2,250.2
0ff35cbe-color.png,374.6,123.1,349.0,97.3,49.2,52.8,146.7,123.7
0ff35cbe-color.png,371.7,190.5,349.6,164.3,43.7,51.1,159.4,295.7
0ff35cbe-color.png,429.0,194.3,413.0,171.7,32.2,44.2,182.2,83.1
0ff35cbe-color.png,489.1,161.5,465.9,135.5,42.7,51.5,197.9,249.1
0ff35cbe-color.png,491.6,92.5,466.3,68.0,46.6,52.5,153.7,289.8
0ff35cbe-color.png,433.8,91.9,406.7,65.5,53.2,53.0,225.5,51.3
b9fceb28-color.png,363.0,158.4,336.6,130.3,51.8,55.2,216.2,58.4
b9fceb28-color.png,370.8,228.7,344.4,201.8,54.1,54.2,224.8,227.7
b9fceb28-color.png,430.4,220.9,411.8,195.8,37.6,50.4,189.3,79.1
b9fceb28-color.png,419.0,112.0,391.6,85.7,58.1,52.1,238.2,216.3
b9fceb28-color.png,479.0,105.4,454.1,74.3,53.2,59.7,210.3,61.6
a2e293ac-color.png,419.2,113.1,391.9,87.3,57.0,51.3,240.3,213.8
a2e293ac-color.png,479.4,103.5,453.5,74.4,53.5,59.7,211.0,58.1
a2e293ac-color.png,362.1,159.4,336.8,131.0,51.9,55.1,216.5,58.3
a2e293ac-color.png,371.1,228.6,343.5,200.6,54.1,54.2,224.8,227.5
a2e293ac-color.png,429.5,220.8,411.4,195.7,38.6,49.7,191.0,76.7
0dbbf327-color.png,370.5,228.3,343.5,200.6,54.1,54.2,224.8,230.9
0dbbf327-color.png,429.9,221.6,411.4,195.7,38.6,49.7,191.0,77.8
0dbbf327-color.png,362.7,158.7,336.8,131.0,51.9,55.1,216.5,57.4
0dbbf327-color.png,419.4,112.8,391.9,87.3,57.0,51.3,240.3,213.8
0dbbf327-color.png,480.0,104.5,453.5,74.4,53.5,59.7,211.0,61.4
511d7008-color.png,368.8,231.1,343.7,202.9,50.3,55.5,211.0,229.4
511d7008-color.png,426.9,221.0,409.4,196.9,36.2,48.5,187.1,78.9
511d7008-color.png,357.3,161.6,331.8,133.4,51.1,56.4,211.0,61.5
511d7008-color.png,411.7,113.6,383.8,86.2,57.5,53.1,236.4,216.8
511d7008-color.png,471.7,103.3,447.0,72.8,50.4,59.3,205.0,65.6
2be783c8-color.png,471.8,102.8,446.9,73.2,50.6,58.8,205.1,62.9
2be783c8-color.png,368.6,231.3,343.7,202.9,50.3,55.5,211.0,231.9
2be783c8-color.png,427.4,221.1,409.4,196.9,36.2,48.5,187.1,81.6
2be783c8-color.png,357.1,161.8,332.4,133.3,50.1,56.4,209.2,59.5
2be783c8-color.png,411.4,114.3,383.8,86.2,58.1,54.3,234.5,215.6
35f47be5-color.png,471.2,103.2,446.9,73.2,50.6,58.8,205.1,63.7
35f47be5-color.png,411.7,114.1,383.8,86.2,58.1,54.3,234.5,217.3
35f47be5-color.png,356.7,162.0,332.4,133.3,50.1,56.4,209.2,60.8
35f47be5-color.png,368.4,231.4,343.7,202.9,50.3,55.5,211.0,230.8
35f47be5-color.png,426.5,221.2,409.4,196.9,36.2,48.5,187.1,79.2
d96bca7a-color.png,361.1,127.3,341.7,101.5,38.8,50.3,346.4,291.8
d96bca7a-color.png,366.3,66.4,339.0,39.8,51.4,55.2,215.1,53.8
d96bca7a-color.png,434.2,70.1,407.0,47.5,53.6,47.0,295.8,331.3
d96bca7a-color.png,465.8,131.3,440.6,111.8,49.8,38.8,258.8,12.1
d96bca7a-color.png,463.5,191.0,440.0,172.6,48.0,35.2,263.1,189.3
ca8fd5c6-color.png,365.5,67.5,339.0,39.8,51.4,55.2,215.1,55.7
ca8fd5c6-color.png,433.6,71.0,407.0,47.5,53.6,47.0,295.8,333.7
ca8fd5c6-color.png,397.3,129.5,373.3,112.4,46.6,34.2,265.2,10.4
ca8fd5c6-color.png,466.1,131.4,440.6,111.8,49.8,38.8,258.8,12.7
ca8fd5c6-color.png,395.2,187.1,367.4,161.3,53.8,51.0,306.7,146.5
ca8fd5c6-color.png,464.0,191.1,440.0,172.6,48.0,35.2,263.1,189.1
c63095ae-color.png,417.8,53.0,389.3,25.8,54.4,53.8,226.8,47.3
c63095ae-color.png,414.7,112.4,390.6,95.8,45.5,33.0,266.9,9.0
c63095ae-color.png,410.2,170.1,383.1,144.2,52.9,51.1,309.3,145.3
c63095ae-color.png,479.5,174.1,456.3,158.3,44.4,32.2,267.9,190.4
c63095ae-color.png,482.3,114.8,458.2,97.5,46.7,34.7,264.5,13.2
c63095ae-color.png,485.4,58.1,466.1,31.6,39.1,51.0,191.4,79.2
cf205ea6-color.png,417.2,51.7,392.7,32.8,48.2,37.3,279.2,169.0
cf205ea6-color.png,413.4,112.6,394.2,86.4,36.4,49.4,170.8,278.6
cf205ea6-color.png,410.3,168.4,391.1,144.8,37.9,49.0,191.9,78.7
cf205ea6-color.png,480.1,173.3,460.0,147.8,38.6,50.6,192.5,249.7
cf205ea6-color.png,488.1,115.1,464.7,99.2,44.4,32.2,267.9,10.0
cf205ea6-color.png,488.1,56.6,462.0,37.0,49.8,40.1,283.5,164.7
8c81f790-color.png,417.8,51.7,392.4,31.5,50.0,39.4,282.2,169.1
8c81f790-color.png,415.3,110.3,390.4,95.4,45.4,32.4,267.8,6.1
8c81f790-color.png,482.1,116.0,457.1,89.1,48.5,54.0,210.4,56.2
8c81f790-color.png,487.2,56.4,461.4,36.6,50.8,41.4,285.5,164.3
8c81f790-color.png,410.5,167.8,390.8,144.9,37.8,49.4,191.2,78.5
8c81f790-color.png,479.5,172.9,455.0,156.6,45.4,32.8,272.8,353.5
11cc29f2-color.png,345.5,94.0,322.5,77.1,45.9,31.7,269.8,3.5
11cc29f2-color.png,342.4,167.3,326.2,142.8,32.4,47.5,183.5,86.5
11cc29f2-color.png,402.9,167.3,375.5,142.6,55.2,49.5,298.5,328.6
11cc29f2-color.png,405.7,95.0,377.7,66.6,54.3,55.7,319.2,307.8
11cc29f2-color.png,468.7,95.4,449.7,69.8,34.5,50.9,185.9,84.8
11cc29f2-color.png,465.0,169.0,444.8,143.6,37.4,49.8,351.3,105.9
4468b4a9-color.png,345.9,92.7,329.7,68.7,31.8,47.6,358.8,270.5
4468b4a9-color.png,342.3,166.8,326.2,142.8,32.4,47.5,183.5,87.3
4468b4a9-color.png,403.0,169.3,374.8,141.4,56.2,53.5,232.2,39.0
4468b4a9-color.png,405.7,94.9,378.4,66.4,53.7,56.2,321.7,309.8
4468b4a9-color.png,468.3,96.4,439.1,71.0,55.8,50.3,239.2,37.8
4468b4a9-color.png,464.9,169.5,444.8,143.6,37.4,49.8,351.3,104.0
fc1715f8-color.png,344.6,56.1,319.3,28.6,51.0,56.1,212.3,246.8
fc1715f8-color.png,342.7,167.3,326.9,143.2,31.0,46.6,181.6,87.5
fc1715f8-color.png,403.6,168.4,374.8,140.9,56.9,54.0,232.2,37.9
fc1715f8-color.png,466.1,168.4,445.5,142.4,36.4,51.0,172.6,106.4
fc1715f8-color.png,468.6,56.5,438.2,28.7,58.0,55.0,232.2,39.2
fc1715f8-color.png,405.5,57.4,381.7,40.0,49.0,35.1,274.4,355.2
646a9f06-color.png,370.4,55.0,348.9,28.3,42.7,54.8,195.9,253.6
646a9f06-color.png,369.0,130.3,353.4,106.1,31.7,47.5,181.4,86.8
646a9f06-color.png,430.4,129.3,401.5,103.1,56.1,53.1,232.2,36.5
646a9f06-color.png,492.5,129.3,463.0,104.8,58.1,48.1,68.5,23.3
646a9f06-color.png,495.2,55.6,463.8,27.6,58.8,55.5,232.2,34.8
646a9f06-color.png,431.3,55.8,407.6,27.7,45.8,55.7,161.3,287.6
e613dbf0-color.png,390.8,46.4,367.5,31.5,45.7,31.4,90.0,2.3
e613dbf0-color.png,390.6,109.1,362.4,81.5,54.7,54.3,134.0,305.9
e613dbf0-color.png,390.2,170.6,370.1,144.8,40.3,51.8,166.8,288.3
e613dbf0-color.png,462.2,171.0,435.9,143.2,51.2,55.7,147.4,302.1
e613dbf0-color.png,463.2,107.5,435.3,85.7,54.2,43.6,73.2,201.9
e613dbf0-color.png,463.8,45.8,435.2,24.9,55.2,43.7,106.3,167.4
65e6752e-color.png,393.6,130.6,365.2,103.5,55.3,53.2,50.8,213.7
65e6752e-color.png,394.5,57.3,366.5,34.7,54.4,46.1,68.0,204.1
65e6752e-color.png,456.5,56.0,427.5,29.6,55.6,53.5,50.8,216.9
65e6752e-color.png,455.8,130.8,432.1,102.5,46.5,55.7,158.1,107.6
65e6752e-color.png,517.3,128.4,494.3,101.1,42.3,54.0,14.5,80.7
65e6752e-color.png,519.1,53.8,492.9,27.9,48.9,55.2,152.4,303.5
5e255ec4-color.png,422.6,59.7,393.2,38.0,55.4,45.9,110.9,333.8
5e255ec4-color.png,423.5,122.6,403.1,96.0,39.7,52.6,168.8,281.8
5e255ec4-color.png,425.0,184.0,405.5,159.2,38.2,50.6,170.5,281.6
5e255ec4-color.png,499.4,181.0,470.7,153.2,56.1,54.6,228.6,218.2
5e255ec4-color.png,499.1,119.6,478.3,94.3,37.0,51.1,187.6,86.2
5e255ec4-color.png,497.6,56.4,468.9,28.8,54.9,57.4,141.9,133.3
46374b36-color.png,395.4,193.3,372.1,176.4,46.6,31.8,89.0,178.5
46374b36-color.png,395.0,120.3,367.4,96.6,54.4,46.2,67.6,207.0
46374b36-color.png,456.7,118.7,432.5,102.3,48.0,31.9,89.0,185.8
46374b36-color.png,454.2,191.9,429.6,172.8,50.7,38.4,99.8,346.7
46374b36-color.png,515.1,192.3,489.6,163.8,53.1,56.0,37.5,51.0
46374b36-color.png,518.3,118.6,500.9,93.4,34.5,48.5,356.7,274.1
d8d102e4-color.png,396.8,189.5,375.1,162.7,42.8,53.4,17.6,253.0
d8d102e4-color.png,455.5,190.9,428.6,167.7,54.6,46.1,70.1,24.9
d8d102e4-color.png,459.6,116.6,431.3,90.0,55.9,54.3,130.6,140.9
d8d102e4-color.png,397.0,117.2,369.8,90.9,54.9,53.2,130.6,138.2
